graph_id,construction_type,N,k_target,provenance_seed,degree_mean,degree_std,degree_min,degree_max,degree_kurtosis,centrality_mean,edge_algebraic_label_mean,omega_exact,alpha_exact,omega_lower,omega_upper,alpha_lower,alpha_upper,theta_approx,spectral_gap,is_k_free,triangles,k4,n_1_over_k,exact,gpu_kernel,run001,field,device,adj_matrix_path,algebraic_residue_vec_0,algebraic_residue_vec_1,algebraic_residue_vec_2,algebraic_residue_vec_3,algebraic_residue_vec_4,algebraic_residue_vec_5,algebraic_residue_vec_6,algebraic_residue_vec_7,algebraic_residue_vec_8,algebraic_residue_vec_9,job,cell,kernel,symmetry,params,scale,runtime_sec
cyclotomic_union_p13_e6_mask18,cyclotomic_union,13,5,13,4.0,0.0,4.0,4.0,0.0,0.3333333333333333,0.3333333333333333,2,4,2,2,4,4,5.181736625420594,2.6227971460270423,True,0,-1,1.6702776523348104,True,O(p) orbits + FFT Hoffman ranker,not_done,F_13,numpy-openblas,data/adj/cyclotomic_union_p13_e6_mask18.npy,0,1,1,0,0,0,0,0,0,1,2a,cert,fft,circulant,"{""p"": 13, ""e"": 6, ""mask"": 18, ""ranker_score"": 5.181736625420594}",local,
cyclotomic_union_p13_e6_mask9,cyclotomic_union,13,5,13,4.0,0.0,4.0,4.0,0.0,0.3333333333333333,0.3333333333333333,2,4,2,2,4,4,5.181736625420594,2.6227971460270423,True,0,-1,1.6702776523348104,True,O(p) orbits + FFT Hoffman ranker,not_done,F_13,numpy-openblas,data/adj/cyclotomic_union_p13_e6_mask9.npy,1,0,0,0,1,0,0,1,0,0,2a,cert,fft,circulant,"{""p"": 13, ""e"": 6, ""mask"": 9, ""ranker_score"": 5.181736625420594}",local,
cyclotomic_union_p17_e4_mask10,cyclotomic_union,17,4,17,8.0,0.0,8.0,8.0,0.0,0.5,0.5,3,3,3,3,3,3,4.12310562561766,6.438447187191169,True,68,-1,2.0305431848689306,True,O(p) orbits + FFT Hoffman ranker,not_done,F_17,numpy-openblas,data/adj/cyclotomic_union_p17_e4_mask10.npy,0,0,1,0,1,1,1,0,0,1,2a,cert,fft,circulant,"{""p"": 17, ""e"": 4, ""mask"": 10, ""ranker_score"": 4.123105625617661}",local,
cyclotomic_union_p17_e4_mask5,cyclotomic_union,17,4,17,8.0,0.0,8.0,8.0,0.0,0.5,0.5,3,3,3,3,3,3,4.123105625617661,6.438447187191169,True,68,-1,2.0305431848689306,True,O(p) orbits + FFT Hoffman ranker,not_done,F_17,numpy-openblas,data/adj/cyclotomic_union_p17_e4_mask5.npy,1,1,0,1,0,0,0,1,1,0,2a,cert,fft,circulant,"{""p"": 17, ""e"": 4, ""mask"": 5, ""ranker_score"": 4.123105625617661}",local,
cyclotomic_union_p17_e8_mask170,cyclotomic_union,17,4,17,8.0,0.0,8.0,8.0,0.0,0.5,0.5,3,3,3,3,3,3,4.12310562561766,6.438447187191169,True,68,-1,2.0305431848689306,True,O(p) orbits + FFT Hoffman ranker,not_done,F_17,numpy-openblas,data/adj/cyclotomic_union_p17_e8_mask170.npy,0,0,1,0,1,1,1,0,0,1,2a,cert,fft,circulant,"{""p"": 17, ""e"": 8, ""mask"": 170, ""ranker_score"": 4.123105625617661}",local,
cyclotomic_union_p17_e8_mask85,cyclotomic_union,17,4,17,8.0,0.0,8.0,8.0,0.0,0.5,0.5,3,3,3,3,3,3,4.123105625617661,6.438447187191169,True,68,-1,2.0305431848689306,True,O(p) orbits + FFT Hoffman ranker,not_done,F_17,numpy-openblas,data/adj/cyclotomic_union_p17_e8_mask85.npy,1,1,0,1,0,0,0,1,1,0,2a,cert,fft,circulant,"{""p"": 17, ""e"": 8, ""mask"": 85, ""ranker_score"": 4.123105625617661}",local,
cyclotomic_union_p19_e6_mask18,cyclotomic_union,19,5,19,6.0,0.0,6.0,6.0,0.0,0.33333333333333326,0.3333333333333333,3,4,3,3,4,4,5.240429751206531,3.4929813559070237,True,38,-1,1.8019831273171423,True,O(p) orbits + FFT Hoffman ranker,not_done,F_19,numpy-openblas,data/adj/cyclotomic_union_p19_e6_mask18.npy,0,1,1,0,1,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 19, ""e"": 6, ""mask"": 18, ""ranker_score"": 5.240429751206531}",local,
cyclotomic_union_p19_e6_mask9,cyclotomic_union,19,5,19,6.0,0.0,6.0,6.0,0.0,0.33333333333333326,0.3333333333333333,3,4,3,3,4,4,5.240429751206531,3.4929813559070237,True,38,-1,1.8019831273171423,True,O(p) orbits + FFT Hoffman ranker,not_done,F_19,numpy-openblas,data/adj/cyclotomic_union_p19_e6_mask9.npy,1,0,0,0,0,0,1,1,0,0,2a,cert,fft,circulant,"{""p"": 19, ""e"": 6, ""mask"": 9, ""ranker_score"": 5.240429751206531}",local,
cyclotomic_union_p29_e4_mask10,cyclotomic_union,29,5,29,14.0,0.0,14.0,14.0,0.0,0.5,0.5,4,4,4,4,4,4,5.385164807134505,11.807417596432748,True,406,-1,1.961009057454548,True,O(p) orbits + FFT Hoffman ranker,not_done,F_29,numpy-openblas,data/adj/cyclotomic_union_p29_e4_mask10.npy,0,1,1,0,0,0,0,1,0,1,2a,cert,fft,circulant,"{""p"": 29, ""e"": 4, ""mask"": 10, ""ranker_score"": 5.385164807134505}",local,
cyclotomic_union_p29_e4_mask5,cyclotomic_union,29,5,29,14.0,0.0,14.0,14.0,0.0,0.5,0.5,4,4,4,4,4,4,5.385164807134505,11.807417596432746,True,406,-1,1.961009057454548,True,O(p) orbits + FFT Hoffman ranker,not_done,F_29,numpy-openblas,data/adj/cyclotomic_union_p29_e4_mask5.npy,1,0,0,1,1,1,1,0,1,0,2a,cert,fft,circulant,"{""p"": 29, ""e"": 4, ""mask"": 5, ""ranker_score"": 5.385164807134505}",local,
cyclotomic_union_p29_e7_mask19,cyclotomic_union,29,6,29,12.0,0.0,12.0,12.0,0.0,0.4285714285714286,0.42857142857142855,5,5,5,5,5,5,7.480807955505206,7.375169891837492,True,290,-1,1.7528025632357591,True,O(p) orbits + FFT Hoffman ranker,not_done,F_29,numpy-openblas,data/adj/cyclotomic_union_p29_e7_mask19.npy,1,1,0,0,1,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 29, ""e"": 7, ""mask"": 19, ""ranker_score"": 7.543184030617721}",local,
cyclotomic_union_p29_e7_mask25,cyclotomic_union,29,6,29,12.0,0.0,12.0,12.0,0.0,0.4285714285714286,0.42857142857142855,5,5,5,5,5,5,7.480807955505206,7.375169891837492,True,290,-1,1.7528025632357591,True,O(p) orbits + FFT Hoffman ranker,not_done,F_29,numpy-openblas,data/adj/cyclotomic_union_p29_e7_mask25.npy,1,0,0,0,0,0,0,1,1,0,2a,cert,fft,circulant,"{""p"": 29, ""e"": 7, ""mask"": 25, ""ranker_score"": 7.543184030617721}",local,
cyclotomic_union_p31_e5_mask10,cyclotomic_union,31,5,31,12.0,0.0,12.0,12.0,0.0,0.40000000000000013,0.4,4,4,4,4,4,4,6.317277226125598,7.831824163086245,True,310,-1,1.9873407546644581,True,O(p) orbits + FFT Hoffman ranker,not_done,F_31,numpy-openblas,data/adj/cyclotomic_union_p31_e5_mask10.npy,0,0,1,1,0,0,1,0,0,0,2a,cert,fft,circulant,"{""p"": 31, ""e"": 5, ""mask"": 10, ""ranker_score"": 6.915238043431067}",local,
cyclotomic_union_p31_e5_mask9,cyclotomic_union,31,5,31,12.0,0.0,12.0,12.0,0.0,0.40000000000000013,0.4,4,4,4,4,4,4,6.317277226125598,7.831824163086245,True,310,-1,1.9873407546644581,True,O(p) orbits + FFT Hoffman ranker,not_done,F_31,numpy-openblas,data/adj/cyclotomic_union_p31_e5_mask9.npy,1,0,0,1,1,1,1,0,0,0,2a,cert,fft,circulant,"{""p"": 31, ""e"": 5, ""mask"": 9, ""ranker_score"": 6.915238043431067}",local,
cyclotomic_union_p31_e6_mask18,cyclotomic_union,31,7,31,10.0,0.0,10.0,10.0,0.0,0.3333333333333335,0.3333333333333333,3,6,3,3,6,6,7.686594316715025,6.916127640564392,True,155,-1,1.6332462531687597,True,O(p) orbits + FFT Hoffman ranker,not_done,F_31,numpy-openblas,data/adj/cyclotomic_union_p31_e6_mask18.npy,0,0,1,0,0,1,1,0,0,0,2a,cert,fft,circulant,"{""p"": 31, ""e"": 6, ""mask"": 18, ""ranker_score"": 7.686594316715025}",local,
cyclotomic_union_p31_e6_mask9,cyclotomic_union,31,7,31,10.0,0.0,10.0,10.0,0.0,0.3333333333333335,0.3333333333333333,3,6,3,3,6,6,7.686594316715025,6.916127640564392,True,155,-1,1.6332462531687597,True,O(p) orbits + FFT Hoffman ranker,not_done,F_31,numpy-openblas,data/adj/cyclotomic_union_p31_e6_mask9.npy,1,1,0,1,0,0,0,1,0,0,2a,cert,fft,circulant,"{""p"": 31, ""e"": 6, ""mask"": 9, ""ranker_score"": 7.686594316715025}",local,
cyclotomic_union_p37_e4_mask10,cyclotomic_union,37,5,37,18.0,0.0,18.0,18.0,0.0,0.5,0.5,4,4,4,4,4,4,6.082762530298221,15.45861873485089,True,888,-1,2.058924136478517,True,O(p) orbits + FFT Hoffman ranker,not_done,F_37,numpy-openblas,data/adj/cyclotomic_union_p37_e4_mask10.npy,0,1,0,0,1,1,0,1,0,0,2a,cert,fft,circulant,"{""p"": 37, ""e"": 4, ""mask"": 10, ""ranker_score"": 6.082762530298221}",local,
cyclotomic_union_p37_e4_mask5,cyclotomic_union,37,5,37,18.0,0.0,18.0,18.0,0.0,0.5,0.5,4,4,4,4,4,4,6.082762530298221,15.45861873485089,True,888,-1,2.058924136478517,True,O(p) orbits + FFT Hoffman ranker,not_done,F_37,numpy-openblas,data/adj/cyclotomic_union_p37_e4_mask5.npy,1,0,1,1,0,0,1,0,1,1,2a,cert,fft,circulant,"{""p"": 37, ""e"": 4, ""mask"": 5, ""ranker_score"": 6.082762530298221}",local,
cyclotomic_union_p37_e6_mask18,cyclotomic_union,37,8,37,12.0,0.0,12.0,12.0,0.0,0.33333333333333337,0.3333333333333333,3,7,3,3,7,7,9.835251543582242,9.81289919239359,True,148,-1,1.57045398358553,True,O(p) orbits + FFT Hoffman ranker,not_done,F_37,numpy-openblas,data/adj/cyclotomic_union_p37_e6_mask18.npy,0,1,0,0,0,0,0,0,1,0,2a,cert,fft,circulant,"{""p"": 37, ""e"": 6, ""mask"": 18, ""ranker_score"": 9.835251543582242}",local,
cyclotomic_union_p37_e6_mask9,cyclotomic_union,37,8,37,12.0,0.0,12.0,12.0,0.0,0.33333333333333337,0.3333333333333333,3,7,3,3,7,7,9.835251543582242,9.81289919239359,True,148,-1,1.57045398358553,True,O(p) orbits + FFT Hoffman ranker,not_done,F_37,numpy-openblas,data/adj/cyclotomic_union_p37_e6_mask9.npy,1,0,0,0,0,1,0,1,0,1,2a,cert,fft,circulant,"{""p"": 37, ""e"": 6, ""mask"": 9, ""ranker_score"": 9.835251543582242}",local,
cyclotomic_union_p41_e4_mask10,cyclotomic_union,41,6,41,20.0,0.0,20.0,20.0,0.0,0.5,0.5,5,5,5,5,5,5,6.403124237432849,17.298437881283576,True,1230,-1,1.8569375973313509,True,O(p) orbits + FFT Hoffman ranker,not_done,F_41,numpy-openblas,data/adj/cyclotomic_union_p41_e4_mask10.npy,0,0,1,0,0,1,1,0,0,0,2a,cert,fft,circulant,"{""p"": 41, ""e"": 4, ""mask"": 10, ""ranker_score"": 6.40312423743285}",local,
cyclotomic_union_p41_e4_mask5,cyclotomic_union,41,6,41,20.0,0.0,20.0,20.0,0.0,0.5,0.5,5,5,5,5,5,5,6.40312423743285,17.298437881283576,True,1230,-1,1.8569375973313509,True,O(p) orbits + FFT Hoffman ranker,not_done,F_41,numpy-openblas,data/adj/cyclotomic_union_p41_e4_mask5.npy,1,1,0,1,1,0,0,1,1,1,2a,cert,fft,circulant,"{""p"": 41, ""e"": 4, ""mask"": 5, ""ranker_score"": 6.40312423743285}",local,
cyclotomic_union_p41_e5_mask11,cyclotomic_union,41,6,41,24.0,0.0,24.0,24.0,0.0,0.6000000000000001,0.6,5,4,5,5,4,4,7.392095763025996,20.917040256753868,True,2132,-1,1.8569375973313509,True,O(p) orbits + FFT Hoffman ranker,not_done,F_41,numpy-openblas,data/adj/cyclotomic_union_p41_e5_mask11.npy,1,1,1,0,0,1,0,1,1,1,2a,cert,fft,circulant,"{""p"": 41, ""e"": 5, ""mask"": 11, ""ranker_score"": 8.335491960012925}",local,
cyclotomic_union_p41_e5_mask20,cyclotomic_union,41,6,41,16.0,0.0,16.0,16.0,0.0,0.39999999999999997,0.4,4,5,4,4,5,5,8.335491960012925,11.721173416179742,True,656,-1,1.8569375973313509,True,O(p) orbits + FFT Hoffman ranker,not_done,F_41,numpy-openblas,data/adj/cyclotomic_union_p41_e5_mask20.npy,0,0,0,1,1,0,1,0,0,0,2a,cert,fft,circulant,"{""p"": 41, ""e"": 5, ""mask"": 20, ""ranker_score"": 8.335491960012925}",local,
cyclotomic_union_p41_e8_mask170,cyclotomic_union,41,6,41,20.0,0.0,20.0,20.0,0.0,0.5,0.5,5,5,5,5,5,5,6.403124237432849,17.298437881283576,True,1230,-1,1.8569375973313509,True,O(p) orbits + FFT Hoffman ranker,not_done,F_41,numpy-openblas,data/adj/cyclotomic_union_p41_e8_mask170.npy,0,0,1,0,0,1,1,0,0,0,2a,cert,fft,circulant,"{""p"": 41, ""e"": 8, ""mask"": 170, ""ranker_score"": 6.40312423743285}",local,
cyclotomic_union_p41_e8_mask85,cyclotomic_union,41,6,41,20.0,0.0,20.0,20.0,0.0,0.5,0.5,5,5,5,5,5,5,6.40312423743285,17.298437881283576,True,1230,-1,1.8569375973313509,True,O(p) orbits + FFT Hoffman ranker,not_done,F_41,numpy-openblas,data/adj/cyclotomic_union_p41_e8_mask85.npy,1,1,0,1,1,0,0,1,1,1,2a,cert,fft,circulant,"{""p"": 41, ""e"": 8, ""mask"": 85, ""ranker_score"": 6.40312423743285}",local,
cyclotomic_union_p43_e6_mask18,cyclotomic_union,43,8,43,14.0,0.0,14.0,14.0,0.0,0.33333333333333337,0.3333333333333333,3,7,3,3,7,7,10.465276377261873,11.111763991156588,True,301,-1,1.6002342334892772,True,O(p) orbits + FFT Hoffman ranker,not_done,F_43,numpy-openblas,data/adj/cyclotomic_union_p43_e6_mask18.npy,0,0,1,0,1,1,0,0,0,1,2a,cert,fft,circulant,"{""p"": 43, ""e"": 6, ""mask"": 18, ""ranker_score"": 10.465276377261873}",local,
cyclotomic_union_p43_e6_mask9,cyclotomic_union,43,8,43,14.0,0.0,14.0,14.0,0.0,0.33333333333333337,0.3333333333333333,3,7,3,3,7,7,10.465276377261873,11.111763991156588,True,301,-1,1.6002342334892772,True,O(p) orbits + FFT Hoffman ranker,not_done,F_43,numpy-openblas,data/adj/cyclotomic_union_p43_e6_mask9.npy,1,1,0,1,0,0,0,1,0,0,2a,cert,fft,circulant,"{""p"": 43, ""e"": 6, ""mask"": 9, ""ranker_score"": 10.465276377261873}",local,
cyclotomic_union_p43_e7_mask51,cyclotomic_union,43,8,43,24.0,0.0,24.0,24.0,0.0,0.5714285714285715,0.5714285714285714,7,4,7,7,4,4,7.411387250075519,20.189049642126516,True,2150,-1,1.6002342334892772,True,O(p) orbits + FFT Hoffman ranker,not_done,F_43,numpy-openblas,data/adj/cyclotomic_union_p43_e7_mask51.npy,1,0,1,1,1,1,1,1,0,0,2a,cert,fft,circulant,"{""p"": 43, ""e"": 7, ""mask"": 51, ""ranker_score"": 9.06892795534736}",local,
cyclotomic_union_p43_e7_mask76,cyclotomic_union,43,8,43,18.0,0.0,18.0,18.0,0.0,0.42857142857142844,0.42857142857142855,4,7,4,4,7,7,9.06892795534736,14.001960451459578,True,903,-1,1.6002342334892772,True,O(p) orbits + FFT Hoffman ranker,not_done,F_43,numpy-openblas,data/adj/cyclotomic_union_p43_e7_mask76.npy,0,1,0,0,0,0,0,0,1,1,2a,cert,fft,circulant,"{""p"": 43, ""e"": 7, ""mask"": 76, ""ranker_score"": 9.06892795534736}",local,
cyclotomic_union_p53_e4_mask10,cyclotomic_union,53,6,53,26.0,0.0,26.0,26.0,0.0,0.5,0.5,5,5,5,5,5,5,7.28010988928052,22.859945055359738,True,2756,-1,1.9381139683261848,True,O(p) orbits + FFT Hoffman ranker,not_done,F_53,numpy-openblas,data/adj/cyclotomic_union_p53_e4_mask10.npy,0,1,1,0,1,0,0,1,0,0,2a,cert,fft,circulant,"{""p"": 53, ""e"": 4, ""mask"": 10, ""ranker_score"": 7.28010988928052}",local,
cyclotomic_union_p53_e4_mask5,cyclotomic_union,53,6,53,26.0,0.0,26.0,26.0,0.0,0.5,0.5,5,5,5,5,5,5,7.28010988928052,22.859945055359738,True,2756,-1,1.9381139683261848,True,O(p) orbits + FFT Hoffman ranker,not_done,F_53,numpy-openblas,data/adj/cyclotomic_union_p53_e4_mask5.npy,1,0,0,1,0,1,1,0,1,1,2a,cert,fft,circulant,"{""p"": 53, ""e"": 4, ""mask"": 5, ""ranker_score"": 7.28010988928052}",local,
cyclotomic_union_p61_e4_mask10,cyclotomic_union,61,6,61,30.0,0.0,30.0,30.0,0.0,0.5,0.5,5,5,5,5,5,5,7.810249675906656,26.594875162046673,True,4270,-1,1.9840607811007638,True,O(p) orbits + FFT Hoffman ranker,not_done,F_61,numpy-openblas,data/adj/cyclotomic_union_p61_e4_mask10.npy,0,1,0,0,0,1,1,1,0,1,2a,cert,fft,circulant,"{""p"": 61, ""e"": 4, ""mask"": 10, ""ranker_score"": 7.810249675906657}",local,
cyclotomic_union_p61_e4_mask5,cyclotomic_union,61,6,61,30.0,0.0,30.0,30.0,0.0,0.5,0.5,5,5,5,5,5,5,7.810249675906657,26.594875162046673,True,4270,-1,1.9840607811007638,True,O(p) orbits + FFT Hoffman ranker,not_done,F_61,numpy-openblas,data/adj/cyclotomic_union_p61_e4_mask5.npy,1,0,1,1,1,0,0,0,1,0,2a,cert,fft,circulant,"{""p"": 61, ""e"": 4, ""mask"": 5, ""ranker_score"": 7.810249675906657}",local,
cyclotomic_union_p61_e5_mask3,cyclotomic_union,61,8,61,24.0,0.0,24.0,24.0,0.0,0.39999999999999986,0.4,4,7,4,4,7,7,9.422449117064492,18.72086840292389,True,2318,-1,1.6717303588411743,True,O(p) orbits + FFT Hoffman ranker,not_done,F_61,numpy-openblas,data/adj/cyclotomic_union_p61_e5_mask3.npy,1,1,1,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 61, ""e"": 5, ""mask"": 3, ""ranker_score"": 9.422449117064492}",local,
cyclotomic_union_p61_e5_mask6,cyclotomic_union,61,8,61,24.0,0.0,24.0,24.0,0.0,0.39999999999999986,0.4,4,7,4,4,7,7,9.422449117064492,18.72086840292389,True,2318,-1,1.6717303588411743,True,O(p) orbits + FFT Hoffman ranker,not_done,F_61,numpy-openblas,data/adj/cyclotomic_union_p61_e5_mask6.npy,0,1,1,1,1,1,0,0,1,0,2a,cert,fft,circulant,"{""p"": 61, ""e"": 5, ""mask"": 6, ""ranker_score"": 9.422449117064492}",local,
cyclotomic_union_p61_e6_mask18,cyclotomic_union,61,9,61,20.0,0.0,20.0,20.0,0.0,0.3333333333333332,0.3333333333333333,3,8,3,3,8,8,11.778597210821971,15.769522294807334,True,1220,-1,1.5789558319019596,True,O(p) orbits + FFT Hoffman ranker,not_done,F_61,numpy-openblas,data/adj/cyclotomic_union_p61_e6_mask18.npy,0,1,0,0,1,1,1,0,0,0,2a,cert,fft,circulant,"{""p"": 61, ""e"": 6, ""mask"": 18, ""ranker_score"": 11.778597210821971}",local,
cyclotomic_union_p61_e6_mask9,cyclotomic_union,61,9,61,20.0,0.0,20.0,20.0,0.0,0.3333333333333332,0.3333333333333333,3,8,3,3,8,8,11.778597210821971,15.769522294807334,True,1220,-1,1.5789558319019596,True,O(p) orbits + FFT Hoffman ranker,not_done,F_61,numpy-openblas,data/adj/cyclotomic_union_p61_e6_mask9.npy,1,0,1,0,0,0,0,1,1,0,2a,cert,fft,circulant,"{""p"": 61, ""e"": 6, ""mask"": 9, ""ranker_score"": 11.778597210821971}",local,
cyclotomic_union_p67_e6_mask27,cyclotomic_union,67,9,67,44.0,0.0,44.0,44.0,0.0,0.0,0.0,8,3,8,8,3,3,6.941440854547508,39.68433635676197,True,14003,-1,1.595501439277358,True,O(p) orbits + FFT Hoffman ranker,not_done,F_67,numpy-openblas,data/adj/cyclotomic_union_p67_e6_mask27.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 67, ""e"": 6, ""mask"": 27, ""ranker_score"": 13.038287070323943}",local,
cyclotomic_union_p67_e6_mask9,cyclotomic_union,67,9,67,22.0,0.0,22.0,22.0,0.0,0.0,0.0,3,8,3,3,8,8,13.038287070323943,17.914573343985786,True,1474,-1,1.595501439277358,True,O(p) orbits + FFT Hoffman ranker,not_done,F_67,numpy-openblas,data/adj/cyclotomic_union_p67_e6_mask9.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 67, ""e"": 6, ""mask"": 9, ""ranker_score"": 13.038287070323943}",local,
cyclotomic_union_p71_e5_mask12,cyclotomic_union,71,8,71,28.0,0.0,28.0,28.0,0.0,0.0,0.0,4,7,4,4,7,7,13.093499661631249,22.211738423312894,True,3479,-1,1.7037555893340746,True,O(p) orbits + FFT Hoffman ranker,not_done,F_71,numpy-openblas,data/adj/cyclotomic_union_p71_e5_mask12.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 71, ""e"": 5, ""mask"": 12, ""ranker_score"": 13.093499661631249}",local,
cyclotomic_union_p71_e5_mask7,cyclotomic_union,71,8,71,42.0,0.0,42.0,42.0,0.0,0.0,0.0,7,4,7,7,4,4,9.878740425854534,36.668793859352704,True,11928,-1,1.7037555893340746,True,O(p) orbits + FFT Hoffman ranker,not_done,F_71,numpy-openblas,data/adj/cyclotomic_union_p71_e5_mask7.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 71, ""e"": 5, ""mask"": 7, ""ranker_score"": 13.093499661631249}",local,
cyclotomic_union_p71_e7_mask14,cyclotomic_union,71,8,71,30.0,0.0,30.0,30.0,0.0,0.0,0.0,6,7,6,6,7,7,12.095415365257873,24.864593935569385,True,4260,-1,1.7037555893340746,True,O(p) orbits + FFT Hoffman ranker,not_done,F_71,numpy-openblas,data/adj/cyclotomic_union_p71_e7_mask14.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 71, ""e"": 7, ""mask"": 14, ""ranker_score"": 12.095415365257873}",local,
cyclotomic_union_p71_e7_mask7,cyclotomic_union,71,8,71,30.0,0.0,30.0,30.0,0.0,0.0,0.0,6,7,6,6,7,7,12.095415365257873,24.864593935569385,True,4260,-1,1.7037555893340746,True,O(p) orbits + FFT Hoffman ranker,not_done,F_71,numpy-openblas,data/adj/cyclotomic_union_p71_e7_mask7.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 71, ""e"": 7, ""mask"": 7, ""ranker_score"": 12.095415365257873}",local,
cyclotomic_union_p73_e4_mask10,cyclotomic_union,73,6,73,36.0,0.0,36.0,36.0,0.0,0.0,0.0,5,5,5,5,5,5,8.544003745317534,32.22799812734123,True,7446,-1,2.044343218831229,True,O(p) orbits + FFT Hoffman ranker,not_done,F_73,numpy-openblas,data/adj/cyclotomic_union_p73_e4_mask10.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 73, ""e"": 4, ""mask"": 10, ""ranker_score"": 8.544003745317534}",local,
cyclotomic_union_p73_e4_mask5,cyclotomic_union,73,6,73,36.0,0.0,36.0,36.0,0.0,0.0,0.0,5,5,5,5,5,5,8.544003745317534,32.22799812734123,True,7446,-1,2.044343218831229,True,O(p) orbits + FFT Hoffman ranker,not_done,F_73,numpy-openblas,data/adj/cyclotomic_union_p73_e4_mask5.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 73, ""e"": 4, ""mask"": 5, ""ranker_score"": 8.544003745317534}",local,
cyclotomic_union_p73_e6_mask54,cyclotomic_union,73,9,73,48.0,0.0,48.0,48.0,0.0,0.0,0.0,8,4,8,8,4,4,8.051178293251557,44.18188077847913,True,17812,-1,1.610778682311281,True,O(p) orbits + FFT Hoffman ranker,not_done,F_73,numpy-openblas,data/adj/cyclotomic_union_p73_e6_mask54.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 73, ""e"": 6, ""mask"": 54, ""ranker_score"": 12.204915264156552}",local,
cyclotomic_union_p73_e6_mask9,cyclotomic_union,73,9,73,24.0,0.0,24.0,24.0,0.0,0.0,0.0,4,8,4,4,8,8,12.204915264156552,19.049829574723134,True,2336,-1,1.610778682311281,True,O(p) orbits + FFT Hoffman ranker,not_done,F_73,numpy-openblas,data/adj/cyclotomic_union_p73_e6_mask9.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 73, ""e"": 6, ""mask"": 9, ""ranker_score"": 12.204915264156552}",local,
cyclotomic_union_p73_e8_mask170,cyclotomic_union,73,6,73,36.0,0.0,36.0,36.0,0.0,0.0,0.0,5,5,5,5,5,5,8.544003745317534,32.22799812734123,True,7446,-1,2.044343218831229,True,O(p) orbits + FFT Hoffman ranker,not_done,F_73,numpy-openblas,data/adj/cyclotomic_union_p73_e8_mask170.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 73, ""e"": 8, ""mask"": 170, ""ranker_score"": 8.544003745317534}",local,
cyclotomic_union_p73_e8_mask85,cyclotomic_union,73,6,73,36.0,0.0,36.0,36.0,0.0,0.0,0.0,5,5,5,5,5,5,8.544003745317534,32.22799812734123,True,7446,-1,2.044343218831229,True,O(p) orbits + FFT Hoffman ranker,not_done,F_73,numpy-openblas,data/adj/cyclotomic_union_p73_e8_mask85.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 73, ""e"": 8, ""mask"": 85, ""ranker_score"": 8.544003745317534}",local,
cyclotomic_union_p79_e6_mask18,cyclotomic_union,79,10,79,26.0,0.0,26.0,26.0,0.0,0.0,0.0,3,9,3,3,9,9,15.270264599441871,22.87849114594959,True,2054,-1,1.547970603881666,True,O(p) orbits + FFT Hoffman ranker,not_done,F_79,numpy-openblas,data/adj/cyclotomic_union_p79_e6_mask18.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 79, ""e"": 6, ""mask"": 18, ""ranker_score"": 15.270264599441871}",local,
cyclotomic_union_p79_e6_mask45,cyclotomic_union,79,10,79,52.0,0.0,52.0,52.0,0.0,0.0,0.0,9,3,9,9,3,3,5.801682921903182,46.77014705788326,True,23621,-1,1.547970603881666,True,O(p) orbits + FFT Hoffman ranker,not_done,F_79,numpy-openblas,data/adj/cyclotomic_union_p79_e6_mask45.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 79, ""e"": 6, ""mask"": 45, ""ranker_score"": 15.270264599441871}",local,
cyclotomic_union_p89_e4_mask10,cyclotomic_union,89,6,89,44.0,0.0,44.0,44.0,0.0,0.0,0.0,5,5,5,5,5,5,9.433981132056612,39.783009433971685,True,13706,-1,2.1129943434814344,True,O(p) orbits + FFT Hoffman ranker,not_done,F_89,numpy-openblas,data/adj/cyclotomic_union_p89_e4_mask10.npy,0,0,0,0,0,0,0,0,0,0,2a,cert,fft,circulant,"{""p"": 89, ""e"": 4, ""mask"": 10, ""ranker_score"": 9.433981132056612}",local,
