graph_id,construction_type,N,k_target,provenance_seed,degree_mean,degree_std,degree_min,degree_max,degree_kurtosis,centrality_mean,edge_algebraic_label_mean,omega_exact,alpha_exact,omega_lower,omega_upper,alpha_lower,alpha_upper,theta_approx,spectral_gap,is_k_free,triangles,k4,n_1_over_k,exact,gpu_kernel,run001,field,device,adj_matrix_path,algebraic_residue_vec_0,algebraic_residue_vec_1,algebraic_residue_vec_2,algebraic_residue_vec_3,algebraic_residue_vec_4,algebraic_residue_vec_5,algebraic_residue_vec_6,algebraic_residue_vec_7,algebraic_residue_vec_8,algebraic_residue_vec_9,runtime_sec,params
quadratic_form_f2_n_bits5_formsymplectic,quadratic_form_f2,32,9,5,12.0,0.0,12.0,12.0,0.0,0.3870967741935484,0.3870967741935484,,,4,4,8,8,8.000000000000004,8.000000000000004,True,256,128,1.4697344922755988,False,xor_outer + bitwise_quadratic,not_done,F_2^5,numpy-openblas,data/adj/quadratic_form_f2_n_bits5_formsymplectic.npy,0,0,1,0,0,0,1,0,0,0,0.0008,"{""n_bits"": 5, ""form"": ""symplectic"", ""N"": 32}"
quadratic_form_f2_n_bits5_formadjacent_bits,quadratic_form_f2,32,9,5,12.0,0.0,12.0,12.0,0.0,0.3870967741935484,0.3870967741935484,,,4,4,8,8,8.000000000000007,7.999999999999995,True,256,128,1.4697344922755988,False,xor_outer + bitwise_quadratic,not_done,F_2^5,numpy-openblas,data/adj/quadratic_form_f2_n_bits5_formadjacent_bits.npy,0,0,1,0,0,1,0,0,0,0,0.0009,"{""n_bits"": 5, ""form"": ""adjacent_bits"", ""N"": 32}"
quadratic_form_f2_n_bits6_formsymplectic,quadratic_form_f2,64,9,6,28.0,0.0,28.0,28.0,0.0,0.44444444444444453,0.4444444444444444,,,8,8,8,8,8.000000000000018,23.999999999999982,True,3584,-1,1.5874010519681994,False,xor_outer + bitwise_quadratic,not_done,F_2^6,numpy-openblas,data/adj/quadratic_form_f2_n_bits6_formsymplectic.npy,0,0,1,0,0,0,1,0,0,0,0.0005,"{""n_bits"": 6, ""form"": ""symplectic"", ""N"": 64}"
quadratic_form_f2_n_bits6_formadjacent_bits,quadratic_form_f2,64,9,6,28.0,0.0,28.0,28.0,0.0,0.44444444444444453,0.4444444444444444,,,8,8,8,8,8.000000000000018,23.99999999999998,True,3584,-1,1.5874010519681994,False,xor_outer + bitwise_quadratic,not_done,F_2^6,numpy-openblas,data/adj/quadratic_form_f2_n_bits6_formadjacent_bits.npy,0,0,1,0,0,1,0,0,0,0,0.0004,"{""n_bits"": 6, ""form"": ""adjacent_bits"", ""N"": 64}"
quadratic_form_f2_n_bits7_formsymplectic,quadratic_form_f2,128,17,7,56.0,0.0,56.0,56.0,0.0,0.44094488188976383,0.4409448818897638,,,8,8,16,16,16.000000000000018,48.00000000000003,True,28672,-1,1.330312058198122,False,xor_outer + bitwise_quadratic,not_done,F_2^7,numpy-openblas,data/adj/quadratic_form_f2_n_bits7_formsymplectic.npy,0,0,1,0,0,0,1,0,0,0,0.0015,"{""n_bits"": 7, ""form"": ""symplectic"", ""N"": 128}"
quadratic_form_f2_n_bits7_formadjacent_bits,quadratic_form_f2,128,17,7,56.0,0.0,56.0,56.0,0.0,0.44094488188976383,0.4409448818897638,,,8,8,16,16,16.000000000000036,47.99999999999999,True,28672,-1,1.330312058198122,False,xor_outer + bitwise_quadratic,not_done,F_2^7,numpy-openblas,data/adj/quadratic_form_f2_n_bits7_formadjacent_bits.npy,0,0,1,0,0,1,0,0,0,0,0.0012,"{""n_bits"": 7, ""form"": ""adjacent_bits"", ""N"": 128}"
quadratic_form_f2_n_bits8_formsymplectic,quadratic_form_f2,256,17,8,120.0,0.0,120.0,120.0,0.0,0.4705882352941177,0.47058823529411764,,,9,16,16,16,16.000000000000068,111.99999999999984,True,286720,-1,1.3856743389806951,False,xor_outer + bitwise_quadratic,not_done,F_2^8,numpy-openblas,data/adj/quadratic_form_f2_n_bits8_formsymplectic.npy,0,0,1,0,0,0,1,0,0,0,0.0052,"{""n_bits"": 8, ""form"": ""symplectic"", ""N"": 256}"
quadratic_form_f2_n_bits8_formadjacent_bits,quadratic_form_f2,256,17,8,120.0,0.0,120.0,120.0,0.0,0.4705882352941177,0.47058823529411764,,,9,16,16,16,16.000000000000046,111.99999999999999,True,286720,-1,1.3856743389806951,False,xor_outer + bitwise_quadratic,not_done,F_2^8,numpy-openblas,data/adj/quadratic_form_f2_n_bits8_formadjacent_bits.npy,0,0,1,0,0,1,0,0,0,0,0.0043,"{""n_bits"": 8, ""form"": ""adjacent_bits"", ""N"": 256}"
gold_trace_f2_k1_n_bits5,gold_trace_f2,32,7,5,16.0,0.0,16.0,16.0,0.0,0.5161290322580645,0.5161290322580645,,,6,6,4,4,6.400000000000005,11.999999999999996,True,640,640,1.640670712015276,False,xor_outer + gf2n_pow + frobenius_trace,not_done,F_2^5,numpy-openblas,data/adj/gold_trace_f2_k1_n_bits5.npy,1,1,0,1,0,1,0,1,0,1,0.0008,"{""n_bits"": 5, ""k"": 1, ""irr"": 37, ""N"": 32}"
gold_trace_f2_k2_n_bits5,gold_trace_f2,32,7,5,16.0,0.0,16.0,16.0,0.0,0.5161290322580645,0.5161290322580645,,,6,6,4,4,6.400000000000001,12.000000000000005,True,640,640,1.640670712015276,False,xor_outer + gf2n_pow + frobenius_trace,not_done,F_2^5,numpy-openblas,data/adj/gold_trace_f2_k2_n_bits5.npy,1,1,0,1,0,0,1,0,1,0,0.0008,"{""n_bits"": 5, ""k"": 2, ""irr"": 37, ""N"": 32}"
gold_trace_f2_k1_n_bits7,gold_trace_f2,128,10,7,64.0,0.0,64.0,64.0,0.0,0.5039370078740157,0.5039370078740157,,,8,9,8,8,14.22222222222225,55.99999999999998,True,43008,-1,1.6245047927124712,False,xor_outer + gf2n_pow + frobenius_trace,not_done,F_2^7,numpy-openblas,data/adj/gold_trace_f2_k1_n_bits7.npy,1,0,1,0,1,0,1,0,1,1,0.0013,"{""n_bits"": 7, ""k"": 1, ""irr"": 131, ""N"": 128}"
gold_trace_f2_k3_n_bits7,gold_trace_f2,128,10,7,64.0,0.0,64.0,64.0,0.0,0.5039370078740157,0.5039370078740157,,,8,9,8,8,14.222222222222278,55.999999999999915,True,43008,-1,1.6245047927124712,False,xor_outer + gf2n_pow + frobenius_trace,not_done,F_2^7,numpy-openblas,data/adj/gold_trace_f2_k3_n_bits7.npy,1,0,1,0,1,0,1,1,0,0,0.0011,"{""n_bits"": 7, ""k"": 3, ""irr"": 131, ""N"": 128}"
polarity_pg2_q3,polarity_pg2,13,6,3,3.6923076923076925,0.4615384615384616,3.0,4.0,-1.3055555555555547,0.3076923076923077,0.3076923076923077,3,5,3,3,5,5,4.811524061888333,2.01451743942684,True,4,0,1.5334062370163875,True,point_enum + GEMM_dot_mod_q,not_done,"PG(2,3)",numpy-openblas,data/adj/polarity_pg2_q3.npy,0,0,0,0,0,0,0,0,1,1,0.0004,"{""q"": 3, ""N"": 13}"
polarity_pg2_q5,polarity_pg2,31,11,5,5.806451612903226,0.3950789907714804,5.0,6.0,0.4066666666666663,0.19354838709677427,0.1935483870967742,,,3,3,10,10,9.864223347254395,3.596579310469003,True,20,0,1.366401517936006,False,point_enum + GEMM_dot_mod_q,not_done,"PG(2,5)",numpy-openblas,data/adj/polarity_pg2_q5.npy,0,0,0,0,0,0,0,0,0,0,0.0007,"{""q"": 5, ""N"": 31}"
polarity_pg2_q7,polarity_pg2,57,16,7,7.859649122807017,0.3473506995302339,7.0,8.0,2.2882653061224385,0.14035087719298245,0.14035087719298245,,,3,3,15,15,16.248062392544842,5.229027436828009,True,56,-1,1.2874850015928887,False,point_enum + GEMM_dot_mod_q,not_done,"PG(2,7)",numpy-openblas,data/adj/polarity_pg2_q7.npy,0,0,0,0,0,0,0,0,0,0,0.0005,"{""q"": 7, ""N"": 57}"
polarity_pg2_q11,polarity_pg2,133,29,11,11.909774436090226,0.28650464486101734,11.0,12.0,6.18250688705235,0.09022556390977443,0.09022556390977443,,,3,4,26,28,32.27192576490956,8.59999700071309,True,220,-1,1.1836853252668755,False,point_enum + GEMM_dot_mod_q,not_done,"PG(2,11)",numpy-openblas,data/adj/polarity_pg2_q11.npy,0,0,0,0,0,0,0,0,0,0,0.0016,"{""q"": 11, ""N"": 133}"
polarity_pg2_q13,polarity_pg2,183,38,13,13.923497267759563,0.26580079796754774,13.0,14.0,8.15426880811498,0.07650273224043713,0.07650273224043716,,,3,4,36,37,41.68594891441106,10.322995716285455,True,364,-1,1.1469333643521091,False,point_enum + GEMM_dot_mod_q,not_done,"PG(2,13)",numpy-openblas,data/adj/polarity_pg2_q13.npy,0,0,0,0,0,0,0,0,0,0,0.0031,"{""q"": 13, ""N"": 183}"
nagy_intersecting_t6,nagy_intersecting,15,6,6,8.0,0.0,8.0,8.0,0.0,0.5714285714285713,0.5714285714285714,5,3,5,5,3,3,3.0000000000000018,5.999999999999998,True,80,30,1.5704178024750197,True,pair_bitset AND + popcount,not_done,2-subsets of [6],numpy-openblas,data/adj/nagy_intersecting_t6.npy,1,1,1,1,1,1,1,1,0,0,0.0005,"{""t"": 6, ""N"": 15}"
nagy_intersecting_t7,nagy_intersecting,21,7,7,10.0,0.0,10.0,10.0,0.0,0.5,0.5,6,3,6,6,3,3,3.500000000000003,6.999999999999998,True,175,105,1.5448576602501738,True,pair_bitset AND + popcount,not_done,2-subsets of [7],numpy-openblas,data/adj/nagy_intersecting_t7.npy,1,1,1,1,1,1,1,1,1,1,0.0007,"{""t"": 7, ""N"": 21}"
nagy_intersecting_t8,nagy_intersecting,28,8,8,12.0,0.0,12.0,12.0,0.0,0.4444444444444445,0.4444444444444444,,,7,7,4,4,4.000000000000004,7.999999999999994,True,336,280,1.5166827729591992,False,pair_bitset AND + popcount,not_done,2-subsets of [8],numpy-openblas,data/adj/nagy_intersecting_t8.npy,1,1,1,1,1,1,1,1,1,1,0.0007,"{""t"": 8, ""N"": 28}"
nagy_intersecting_t9,nagy_intersecting,36,9,9,14.0,0.0,14.0,14.0,0.0,0.4000000000000001,0.4,,,8,8,4,4,4.500000000000007,8.999999999999998,True,588,630,1.4890953247181091,False,pair_bitset AND + popcount,not_done,2-subsets of [9],numpy-openblas,data/adj/nagy_intersecting_t9.npy,1,1,1,1,1,1,1,1,1,1,0.0009,"{""t"": 9, ""N"": 36}"
nagy_intersecting_t10,nagy_intersecting,45,10,10,16.0,0.0,16.0,16.0,0.0,0.36363636363636365,0.36363636363636365,,,9,9,5,5,5.000000000000017,9.999999999999996,True,960,1260,1.4632591596632238,False,pair_bitset AND + popcount,not_done,2-subsets of [10],numpy-openblas,data/adj/nagy_intersecting_t10.npy,1,1,1,1,1,1,1,1,1,1,0.0011,"{""t"": 10, ""N"": 45}"
nagy_intersecting_t11,nagy_intersecting,55,11,11,18.0,0.0,18.0,18.0,0.0,0.3333333333333332,0.3333333333333333,,,10,10,5,5,5.500000000000012,10.999999999999993,True,1485,-1,1.4395103439519596,False,pair_bitset AND + popcount,not_done,2-subsets of [11],numpy-openblas,data/adj/nagy_intersecting_t11.npy,1,1,1,1,1,1,1,1,1,1,0.0004,"{""t"": 11, ""N"": 55}"
nagy_intersecting_t12,nagy_intersecting,66,12,12,20.0,0.0,20.0,20.0,0.0,0.30769230769230765,0.3076923076923077,,,11,11,6,6,6.000000000000014,11.999999999999993,True,2200,-1,1.4178446907954592,False,pair_bitset AND + popcount,not_done,2-subsets of [12],numpy-openblas,data/adj/nagy_intersecting_t12.npy,1,1,1,1,1,1,1,1,1,1,0.0005,"{""t"": 12, ""N"": 66}"
nagy_intersecting_t13,nagy_intersecting,78,13,13,22.0,0.0,22.0,22.0,0.0,0.2857142857142856,0.2857142857142857,,,12,12,6,6,6.5000000000000195,12.999999999999988,True,3146,-1,1.3981241540572233,False,pair_bitset AND + popcount,not_done,2-subsets of [13],numpy-openblas,data/adj/nagy_intersecting_t13.npy,1,1,1,1,1,1,1,1,1,1,0.0006,"{""t"": 13, ""N"": 78}"
nagy_intersecting_t14,nagy_intersecting,91,14,14,24.0,0.0,24.0,24.0,0.0,0.2666666666666666,0.26666666666666666,,,13,13,7,7,7.000000000000012,13.999999999999998,True,4368,-1,1.3801666468502078,False,pair_bitset AND + popcount,not_done,2-subsets of [14],numpy-openblas,data/adj/nagy_intersecting_t14.npy,1,1,1,1,1,1,1,1,1,1,0.0007,"{""t"": 14, ""N"": 91}"
nagy_intersecting_t15,nagy_intersecting,105,15,15,26.0,0.0,26.0,26.0,0.0,0.25,0.25,,,14,14,7,7,7.500000000000037,15.000000000000004,True,5915,-1,1.3637851377151031,False,pair_bitset AND + popcount,not_done,2-subsets of [15],numpy-openblas,data/adj/nagy_intersecting_t15.npy,1,1,1,1,1,1,1,1,1,1,0.0009,"{""t"": 15, ""N"": 105}"
tensor_strong_product_seedpaley_prime_5,tensor_strong_product,25,5,25,8.0,0.0,8.0,8.0,0.0,0.33333333333333337,0.3333333333333333,,,4,4,4,4,6.573786516665267,4.145898033750312,True,100,25,1.9036539387158786,False,"kronecker(A+I, A+I)",not_done,paley_prime_5 ⊠ paley_prime_5,numpy-openblas,data/adj/tensor_strong_product_seedpaley_prime_5.npy,1,0,0,1,1,1,0,0,1,0,0.0006,"{""seed"": ""paley_prime_5"", ""n_seed"": 5, ""N"": 25}"
tensor_strong_product_seedpaley_prime_13,tensor_strong_product,169,10,169,48.0,0.0,48.0,48.0,0.0,0.28571428571428564,0.2857142857142857,,,9,9,9,9,29.425333235465047,32.88057053587596,True,22984,-1,1.6702776523348104,False,"kronecker(A+I, A+I)",not_done,paley_prime_13 ⊠ paley_prime_13,numpy-openblas,data/adj/tensor_strong_product_seedpaley_prime_13.npy,1,0,1,1,0,0,0,0,1,1,0.0022,"{""seed"": ""paley_prime_13"", ""n_seed"": 13, ""N"": 169}"
tensor_strong_product_seedpaley_prime_17,tensor_strong_product,289,11,289,80.0,0.0,80.0,80.0,0.0,0.27777777777777773,0.2777777777777778,,,9,9,9,10,45.76977292833374,57.94602468472044,True,104040,-1,1.6738555849799543,False,"kronecker(A+I, A+I)",not_done,paley_prime_17 ⊠ paley_prime_17,numpy-openblas,data/adj/tensor_strong_product_seedpaley_prime_17.npy,1,1,0,1,0,0,0,1,1,0,0.0065,"{""seed"": ""paley_prime_17"", ""n_seed"": 17, ""N"": 289}"
singer_difference_q2_n7,singer_difference,7,4,2,4.0,0.0,4.0,4.0,0.0,0.6666666666666666,0.6666666666666666,3,2,3,3,2,2,2.5178339331638457,3.198062264195161,True,7,0,1.6265765616977856,True,circulant_broadcast of Singer set,not_done,"PG(2,2) Singer",numpy-openblas,data/adj/singer_difference_q2_n7.npy,1,0,1,1,0,1,0,0,0,0,0.0002,"{""q"": 2, ""n"": 7, ""degree"": 4, ""D"": [0, 1, 3]}"
singer_difference_q3_n13,singer_difference,13,4,3,6.0,0.0,6.0,6.0,0.0,0.5,0.5,3,3,3,3,3,3,3.605551275463989,4.697224362268007,True,26,0,1.8988289221159418,True,circulant_broadcast of Singer set,not_done,"PG(2,3) Singer",numpy-openblas,data/adj/singer_difference_q3_n13.npy,1,0,1,1,0,0,0,0,1,1,0.0004,"{""q"": 3, ""n"": 13, ""degree"": 6, ""D"": [0, 1, 3, 9]}"
singer_difference_q4_n21,singer_difference,21,8,4,8.0,0.0,8.0,8.0,0.0,0.4000000000000001,0.4,3,7,3,3,7,7,7.000000000000001,6.208712152522081,True,49,0,1.4631114595026833,True,circulant_broadcast of Singer set,not_done,"PG(2,4) Singer",numpy-openblas,data/adj/singer_difference_q4_n21.npy,1,0,0,1,1,0,1,0,0,0,0.0008,"{""q"": 4, ""n"": 21, ""degree"": 8, ""D"": [0, 1, 4, 14, 16]}"
singer_difference_q5_n31,singer_difference,31,8,5,10.0,0.0,10.0,10.0,0.0,0.3333333333333335,0.3333333333333333,,,3,3,7,7,11.420502166526612,7.543212242108579,True,62,0,1.536102555746382,False,circulant_broadcast of Singer set,not_done,"PG(2,5) Singer",numpy-openblas,data/adj/singer_difference_q5_n31.npy,1,0,1,0,0,0,0,1,0,0,0.0012,"{""q"": 5, ""n"": 31, ""degree"": 10, ""D"": [0, 1, 3, 8, 12, 18]}"
